,Review
4,에이템포미디어에서 출간된 슬리피-c작가의 전지적 독자시점 만화판 1~2권 세트 리뷰입니다.유명한 작품이 만화로 나왔다고 하길래 구매해봤는데 취향이 아니라서 그런지 생각보다는 재미없었어요. 그래도 그럭저럭 끝까지 봤어요. 여성주인공이 있다고 들었는데 아직은 안 나와서 그런가? 김독자라는 주인공이 갑자기 아수라장 게임판이 되어버린 서울에서 살아남으려고 애쓰고 머리 굴리는 모습은 재미있었는데 큰 정이 가지는 않았어요. 엄청 유명해서 많이 들어봤던 유중혁도 등장했는데 아 크게 멋지진 않네요...일단 강해보이고 똑똑해보이고 또 성격나빠 보이네요.. 그리고 조연들은.. 착한 사람들 나쁜 사람들이 있네요. 재미있는 이야기 같은데 제 취향은 아니었어요! 그렇지만 이런 거 좋아하시는 분들에게는 또 재밌겠네요! 잘 그려진 만화이기도 하고요.
5,정말 많이 기다리던 전지적 독자 시점!소설로도 재밌게 보았고 현재 연재 중인 웹툰도 재밌는데 종이책 소장까지 할 수 있다니! 무조건 구매죠!작화도 좋고 스릴감 있게 그려주셔서 텍스트로만 상상했던 상황들이 그대로라 얼마나 즐겁게 읽었는지 몰라요.인물들도 그렇고 이렇게 잘 그리셨는지...! 워낙 극초반이고 정말 갈길이멀지만 부디 완결까지 소장할 수 있길 간절히 바라봅니다!
6,싱숑 작가님의 전지적 독자 시점 1-2권 세트 리뷰입니다 .워낙 유명한 작품이어서 뭐 말이 필요없는 작품 아닐까 싶습니다.영화제작도 한다 언뜻 들은 것 같은데 이후 소식은 잘 모르겠습니다.아이들이랑 남편도 읽게 하고 싶어 종이책도 기다리고 있어요.저는 이왕이면 글로 읽게 하고 싶어서요.싱숑 작가님의 좋은 작품이 끊임없이 나오기를 바라구요.
7,전지적 독자 시점 1~2권 세트에 대한 리뷰입니다. 전독시의 종이책 단행본이 12월 중순부터 예약판매를 시작한다는 소식에 웹툰 단행본 구매내역을 구경하다가 뒤늦게 리뷰를 작성해봅니다. 원작을 정말 재밌게 읽었어서 웹툰으로 나왔을 때는 보지도 않고(회차 쌓아뒀다가 몰아서 보려고 일부러 안 봤음) 단행본부터 구매했습니다. 결국 궁금해서 웹툰 연재도 최신화까지 다 보고 있고 단행본도 진즉에 읽었네요.. 웹툰 작가님들과 각색해주신 분들이 너무 멋지게 연출해주셔서 아묻따 구매한게 전혀 후회되지 않았던 전독시 웹툰 단행본들이었습니다!
8,"""슬리피-C 글그림/UMI 각색/싱숑 원저의 전지적 독자 시점 웹툰 1~2권을 구매하였습니다. 연재중인 플랫폼에서 먼저 감상했고 단행본이 벌써?! 출간한다기에 고민 없이 구매했네요. 종이책에서도 액션씬 보기 좋게, 시원시원하게 편집 잘 되어있는 점 매우 만족합니다. 그만큼 차지하는 공간이 많아서 한권에 실리는 회차는 얼마 안되지만.. (그럼 몇 권까지 나올까요..?) 연출이 뛰어난 것 같아요. 상태메시지창도 그렇고, 게임을 잘 안하시는 분들은 메시지창이 좀 생소하실 수도 있으니까.. 그런데 알아보기 쉬울 것 같아요 ㅎ..1~2권이 작년에 나왔고 올 여름에 3권이 나왔으니 이제 슬슬 4권이 나올 때가 된 것 같은데 아직까지는 소식이 없네요. 아직 오래오래 연재될 예정이니까 천천히 나오는 방향도 좋다고 생각합니다. """
9,"""슬리피-c 글그림, 싱숑 원저 전지적 독자 시점 1-2권 세트 리뷰입니다.소설 기다리다가 웹툰 출간소식을 먼저 접하였습니다.기쁘기도 하고, 그림에가 예뻐서 너무 좋더라구요.궂즈도 생각보다는 괜찮은거 같은데, 표지가 조금 그러네요. 일반 종이 느낌은 아니어서 생소합니다.기다리는 작품이라 웹툰이든 소설이든 다 환영하구요, 3-4권도 빨리빨리 나와주었으면 좋겠다는 바람입니다.  """
10,"""슬리피-C(슬리피-C 글그림(UMI 각색/싱숑 원저) 작가님의 <[도서] 전지적 독자 시점 1~2권 세트 > 재미있게 읽었습니다. 출간 이전부터 워낙에 입소문이 많았었고 여러가지 이슈도 많아서 더욱 관심을 가졌었는데 역시 입소문이 날만 했을만큼 재미있게 읽었습니다. 책보다 웹툰을 먼저 접했어요. 소설책도 매우 기대중입니다~언제쯤 완결이 될지, 몇편으로 완결될지 굉장히 궁금합니다 """
11,"""싱숑 원작, 슬리피-c 글그림의 전지적 독자시점 1-2권 세트 리뷰입니다.일단 원작을 너무 기다리는 독자로서 그 사이에 먼저 웹툰이 나와 정말 반가웠습니다.1-2권 세트 한정판이라 굿즈도 기대를 많이 했는데요, 수량이 적어 품절될까 걱정을 많이 했어요.그러나 품절 순삭, 장난아니네요.원작도 원작이지만, 그림이 정말 취향 저격이라 내용이 눈 앞에 펼쳐지는 것 같아 아주 좋았어요.   """
12,"""원작인 전지적 독자 시점을 즐겁게 읽었고, 연재되는 웹툰도 즐겁게 보다가단행본 발행 소식에 구매를 결정하게 되었습니다.앞으로 길게 이어질 이야기이기에 다 모으자면 엄청 많아지겠지만 그래도 소장본을 챙길만한 가치가 있다고 생각됩니다.  원작인 소설을 읽으면서 상상했던 것들도 보였고, 그 이상의 연출도 볼 수 있어서 좋았습니다.무사히 엔딩까지 달려갈 수 있었음 합니다."""
13,전지적 독자 시점에 연재되면서도 입소문이 좋았고웹툰으로 나오면서도 입소문이 너무 좋았는데 종이책으로 나온다고 해서아묻따 구매를 했습니다.인기있는 유명작을 이렇게 소장할 수 있다는 행복감에 너무 좋았네요.완결까지 몇권이 될지 알수는 없지만 그래도 모으는데까지는 모아보고 싶어요.정말 긴 장편이 되겠지만요.재미있게 잘 읽어볼께요.
14,전지적 독자 시점의 웹툰 단행본 1~2권 세트 구입하여 읽은 후에 리뷰 작성합니다. 싱숑 작가님의 판타지 소설 전지적 독자 시점을 너무 좋아해서 전독시 웹툰이 단행본으로 나왔길래 구매해 봤습니다. 그림체부터 정말 마음에 들고 제가 원작인 소설을 읽으면서 상상해왔던 전지적 독자 시점 속의 캐릭터들과 싱크로율이 매우 높아서 보는 내내 만족감이 들었고 단행본도 망설임 없이 구입하였습니다. 표지도 벨벳 소재에 내지도 엄청 빳빳하고 특전들도 예쁘고 만족스럽습니다.
15,나와서 너무 좋긴 한데 처음이라 기대를 안했나... 서버가 터짐과 물량에 비해서구성이 화려하지 않아서 아쉬웠어요. 하지만 그와 별개로 소설보다 만화가먼저 나오고 만화가 10년정도 연재될걸 생각하면 역시 내가 사는 세상이멸살법이 아닌가 어서 불광행 열차가 생겨야하는건 아닌가 그런 과몰입을할수 있어서 즐겁습니다. 소설판도 기대하고 있어요. 만화에서 이 분량을 이대로 나누는 컷씬은 아쉽긴 합니다. 편집좀...ㅠㅠㅠ
16,전지적 독자 시점 1~2권 세트입니다.유명한 판타지 소설을 원작으로 하는 작품으로 웹툰으로 먼저 네이버에 연재되었던 걸 다시 책으로 만든 겁니다. 한창 재미있게 보고 있는 작품이기도 해서 이렇게 책으로 나왔는것도 구매하게 되었습니다. 갑자기 변하고 만 세상에 직면한 김독자는 그 세상이 자신이 읽던 소설과 똑같다는 사실을 발견하게 되었습니다. 그리고 자신에게만 주어진 그 소설로 그 세상에서 살아남는 이야기를 보여주고 있습니다. 그림도 예쁘고 내용도 흥미진진하네요. 다음권도 기대가 됩니다.
17,전독시 소설보다 웹툰 단행본이 먼저 나와버렸네요처음에 내용 봤을때는 한 권에 들어가는 분량이 너무 적지 않은가 했었는데 막상 봐보니 편집도 잘 되어있고 딱 좋더라구요. 표지 재질도 좋고 책도 묵직한게.. 책장에 고이 모셔뒀습니다내용이 하도 길어서 공간 상 놓을 자리가 없을 것 같아서 일단 기념으로 1 2권은 샀지만 뒷부분은 계속 못 살것 같기도 하네요ㅠㅠ다행히 선착순 안에 들어서 부록?도 같이 받았는데 역시나 아까워서 쓰지는 못했습니다
18,싱숑작가님의 전지적 독자 시점 1~2권 세트 리뷰입니다.전지적 독자시점 소설연재때부터 너무나 팬이었던 사람으로 이렇게 웹툰 단행본을 소장할수있다니 너무나 행복하네요. 이미 작가님의 전지적 독자 시점 소설을 소장하기 위해서 책장 한칸을 비우는 작업을 하고있는데요. 웹툰뿐만 아니라 소설 단행본도 어서 나와서 소장할수있었으면 좋겠습니다. 재미있게 읽었습니다.
19,전지적 독자 시점 책을 제가 가질 수 있다니 기분이 좋습니다. 글로만 읽던 장면을 그림으로 볼 수 있어서 좋습니다. 중혁이가 잘생겼고 독자가 예쁩니다. 조연들도 하나같이 상상과 들어맞게 생겨서 행복합니다..ㅠㅠ 비형도 너무 귀엽네요ㅋㅋ 사벽이나 스킬을 쓸 때 모습을 표현하는 방법이 너무 좋아요. 앞으로 9년은 더 연재하고 단행본 나올텐데 전독시 전용 책장을 사야하나 고민이 되네요. 웹소설도 단행본이 어서 나왔으면 좋겠습니다.
20,뭐라도 하나 더 실물로 틀어쥐려는 오타쿠습성이 튀어나와서 사버렸어요 표지가 부들부들하고 신기해요 손자국이 묻으면서 안묻는듯한 그런 이상한 느낌이예요 폰스트랩은 하나만 준다는건 그냥 포장그대로 무덤에 같이 묻어라는거겟죠 그리고 이분량이 2권까지인거면 완결나면 한 30권될라나요 보관 어떻게할지 머리가 아프네요 더큰집으로 이사를 가야겠어요
21,본 후기에는 스포가 없습니다 전독시 원작 소설 읽을 때 웹툰 소식 들었던 게 엊그제같은데 벌써 웹툰 소장본이 나왔다니 참으로 감격스럽습니다 책장에 꽂아두니 마음이 편안하고 기분이 좋네요 표지에 잘생긴 둘 있어서 더 그런가싶고... 폰스트랩 딱히 쓰진 않는데 예뻐서 모셔두고 있습니다 카드는 아이돌 앨범 포카 대용이라고 생각하니 정말 마음에 들어요 표지가 부들부들하고 좋아요
22,"""에이템포미디어 출판사에서 출간한  슬리피-C 작가님의 전지적 독자 시점 1~2권 세트를 읽고 작성하는 리뷰입니다. 이 리뷰는 앞 또는 뒷권의 내용이 포함되어 있으며, 스포가 될 수 있습니다. 또한 개인적이고 주관적인 리뷰이므로 이러한 점들이 불편하신 분들께서는 피해주시기 바랍니다. 웹툰으로 구매해서 보고있지만 소장본이 가지고 싶어 구매합니다. 특전도 있는 상태로 샀어서 괜찮은거 같아요."""
23,에이템포미디어에서 나온 전지적 독자 시점 1~2권 세트 리뷰입니다.  전독시는 소설로 정말 재미있게 읽었습니다. 소설보다 웹툰 단행본이 먼저 나왔다는 소식을 들어서 구매했습니다. 폰스트랩도 무사히 구매할 수 있어서 정말 좋네요. 구성 마음에 들고 웹툰이라 독자랑 아이들 얼굴 볼 수 있다는게 정말 좋네요. 다음권도 얼른 나오면 좋겠습니다. 추천합니다.
24,"""전지적 독자 시점 1~2권 세트예요. 두 말 하면 입 아프지라고 할 수 있을 원작 소설을 웹툰으로 한 거라 당연히 웹툰 첫 연재때부터 관심 폭발이었고 예상보다 퀄이 좋아 대박 났더라구요. 그덕에 단행본도 빠르게 나왔네요. 1~2권 세트로 나와서 세트로 바로 질렀습니다. 뒷권도 3~4권 이렇게 나올지는 모르겠지만 어서 나와주길 바라는 마음이긴 해요. 웹 연재 잘 보고 있는데 웹툰으로 볼때랑은 또 다른 재미가 았어 좋습니다, 종이책으로 볼때랑 화면으로 볼때랑 느낌이 다르다고 할까요 ㅎㅎ 뒷권 기다려요!!"""
25,전지적 독자 시점 세트 구매했습니다. 흔히 전독시로 불리는 작품인데 소설이 원작이고 이건 그 원작을 만화화한 거네요. 워낙 인기가 많았던 원작 소설인지라 만화화하면서 작화나 그런 부분에 신경을 쓴 거 같더라구요 ㅠㅠ 초반부터 재밌어 ㅠㅠ 원작만 잘 살리면 만화도 대박나는 건 당연한 결과겠죠. 초판 세트는 진짜 치열해서 어렵게 구매한 거 같아요. 예스가 이럴 땐 참 맘에 들어요. 알 사람은 다 알 테니 내용 언급은 안하겠어요. 지인짜 재밌습니다~~
26,전지적 독자시점 1~2권 세트가 떴길래 바로 구매했습니다. 한정판이라서 부랴부랴 구매했는데 다행이 잘 받았네요. 원작 소설이야 사실 두말하면 입아프죠. 팬분들 엄청 많으시고 인기도 장난아닌지라 웹툰화는 당연한 거였고 듣기론 영상화도 된다고 하던데 판타지 장르의 이 이야기를 어떻게 영상화할지 궁금해지네요. 암튼 엄청난 인기작이니 만큼 작화에도 신경을 쓴거 같아요. 작화 연출 원작의 재미가 잘 맞아 떨어지는 웹툰입니다. 인기가 보장된 웹툰이어서인지 단행본 출간도 빨랐어요. 뒷권도 어서 나와주길 바라는 마음이지만 한정판 구매 놓칠까 한편으론 조마조마한 맘도 드네요 ㅠㅠ
27,와...  진짜 받자마자 뜯었는데 한참을 문질문질 만지고 있었습니다. 지금까지의 웹툰 단행본 중에서 촉감이 가장 부드럽고 좋았어요ㅋㅋㅋ 때가 많이 탈까 걱정이 되긴하지만 그렇게 책장을 넘기니 뭐 역시나 기대한 것처럼 매우 좋더군요. 앞으로의 단행본들도 기대가 됩니다만 이렇게 한정을 해서 하니 못 살까봐 너무 걱정이됩니다. 정말 예약판매로 한꺼번에 주문받아서 모든 전독시 팬들이 살 수 있었으면 좋겠어요...ㅜㅜ
28,이거 진짜 웹툰으로 나온다고 했을 때부터 무지 좋았는데 단행본으로도 벌써 내줘서 너무 좋아요! 앞으로 나올 내용들이 한가득이라 기대됩니다! 이거 진짜 웹툰으로 나온다고 했을 때부터 무지 좋았는데 단행본으로도 벌써 내줘서 너무 좋아요! 앞으로 나올 내용들이 한가득이라 기대됩니다!! 이거 진짜 웹툰으로 나온다고 했을 때부터 무지 좋았는데 단행본으로도 벌써 내줘서 너무 좋아요! 앞으로 나올 내용들이 한가득이라 기대됩니다!!
29,소설 연재 때 재미있게 읽었고 웹툰도 잘 보고 있어서 단행본까지 구매하게 되었습니다. 표지 재질이 부드럽고 특전 카드도 들어 있어서 좋았어요. 단행본이다 보니 웹툰과는 또 다른 느낌이 드는 컷 배치 덕분에 새로운 연출을 보는 것 같아서 재미있게 읽을 수 있었습니다. 이미 알고 있는 내용이지만 다시 봐도 즐겁네요. 다음 권 특전 카드 주인공들은 누구일지 궁금하기도 하구요.
30,원작 소설도 재미있게 보고 웹툰도 매주 정말 재미있게 보고 있어서 구매 했는데 편집이 정말 만족스러워요. 웹툰에서 긴 화면을 이용한 연출이 많아서 종이책으로 바뀌면 어떻게 될까 걱정이 많았는데 스크롤의 박진감도 그대로 살리면서 깔끔하게 잘 연출해서 또 다른 재미를 느낄 수 있었습니다. 종이나 인쇄 상태도 좋았고 표지 재질이 조금 독특한데 분위기 있고 잘 흠집이 생기지 않아 좋아요.
31,"""싱숑 작가님의 전지적 독자 시점 1~2권 세트를 구매하여 읽고 쓰는 리뷰입니다. 다 읽고 쓰는 리뷰이니 예민하신 분은 피해가주시길 바랍니다.이 리뷰를 왜 이제 쓰는 지 모르겠네요..ㅠ 전지적 독자 시점은 제가 처음으로 보기 시작한 웹소설인만큼 애정이 큽니다. 그래서 처음 웹툰이 나올 때 기대가 큰 만큼 걱정이 컸죠. 결론부터 이야기하자면 불안을 없애주고 그 기대를 충족시키는 그림체와 연출이었습니다. 스크롤을 이용하여 연출하는 부분이 많아서 종이책으로 소화가 가능할까 생각하였는데 저는 만족하네요. 정말 잘 읽었어요. 얼른 3권, 4권 그 이후로 계속 나왔으면 좋겠습니다."""
32,"""무척이나 사랑하는 소설 중 하나인 전지적 독자시점이 웹툰으로 나와 책으로도 구매해서 봤습니다. 탄탄한 스토리와 그림체가 모두 완벽하게 조화를 이루고 있어요. 워낙 장편의 소설을 기반으로 진행하다보니 2권 분량이지만 아직 완전 초반의 진도만 나갔어서,, 이후에 웹툰을 기대하면서 또 종이책으로 나오게 된다면 구매할 예정입니다. 소장용으로도 아깝지않아요. 미리 예약해서 사서 그런가 소소하지만 핸드폰 스트랩도 받았네요. 잘 사용하겠습니다. """
33,"""원래 웹툰은 잘 안 보는 편인데, 그 유명한 전독시인데다 sns에서 계속 이슈가 되길래 종이책 초판 한정도 나온걸 봤겠다 아무 생각없이 충동적으로 질렀습니다.다행히 구매할 수 있었네요.그 결과 폰스트랩 잘 쓰고 있어요 굿즈는 보통 보관하는 편인데 이게 생각보다 유용할 것 같아서 냉큼 사용 중입니다.책의 겉표지가 굉장히 부들부들한? 처음 만져보는 느낌의 표지예요.오염될까봐 좀 겁나긴 하지만 느낌이 좋습니다.내용은 따로 말할 것도 없이 재밌습니다.처음엔 맛보기로 1,2권만 살까 생각해봤는데, 나오면 앞으로도 계속 구매할 것 같아요.소설 종이책도 기다리고 있는데 언제 나와줄지 모르겠네요. """
